File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF799TYV	bed narrowPeak	peaks	ENCSR360LBD	DNase-seq	CL:0002620	skin fibroblast	primary cell	embryonic	male	97 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF337DTQ, ENCFF967OQF	1121566	ENCODE Processing Pipeline	0c8ebec0341bebd6d9cb24f2420ffeb9		https://www.encodeproject.org/files/ENCFF799TYV/@@download/ENCFF799TYV.bed.gz	GRCh38			released	low read depth			
ENCFF862JLT	bed narrowPeak	peaks	ENCSR360LBD	DNase-seq	CL:0002620	skin fibroblast	primary cell	embryonic	male	97 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF375OLV, ENCFF390DNP	1117951	ENCODE Processing Pipeline	4260d4110003372d70a8e5d8b2241ba6		https://www.encodeproject.org/files/ENCFF862JLT/@@download/ENCFF862JLT.bed.gz	hg19			released	low read depth			
ENCFF868NGL	bed narrowPeak	peaks	ENCSR964VVW	DNase-seq	UBERON:0002167	right lung	tissue	embryonic	male	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF722RPB, ENCFF992CZQ	959911	ENCODE Processing Pipeline	93794f438fc1fbcae6206cb3dd7d429a		https://www.encodeproject.org/files/ENCFF868NGL/@@download/ENCFF868NGL.bed.gz	GRCh38			archived	low read depth			
ENCFF299FPS	bed narrowPeak	peaks	ENCSR964VVW	DNase-seq	UBERON:0002167	right lung	tissue	embryonic	male	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF594LWR	956190	ENCODE Processing Pipeline	83f731ff87d3b41624266f826dc7209a		https://www.encodeproject.org/files/ENCFF299FPS/@@download/ENCFF299FPS.bed.gz	hg19			archived	low read depth			
ENCFF065SSZ	bed narrowPeak	peaks	ENCSR964VVW	DNase-seq	UBERON:0002167	right lung	tissue	embryonic	male	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF216TVS, ENCFF967OQF	1005622	ENCODE Processing Pipeline	99b4182476bcef57dafaee978050dca9		https://www.encodeproject.org/files/ENCFF065SSZ/@@download/ENCFF065SSZ.bed.gz	GRCh38			released	low read depth			
ENCFF584LZP	bed narrowPeak	peaks	ENCSR964VVW	DNase-seq	UBERON:0002167	right lung	tissue	embryonic	male	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF859ERU	1003898	ENCODE Processing Pipeline	d42131d150689efdce83b8f0e46a8393		https://www.encodeproject.org/files/ENCFF584LZP/@@download/ENCFF584LZP.bed.gz	hg19			released	low read depth			
ENCFF875NRF	bed narrowPeak	peaks	ENCSR565EBN	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	female	98 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF026WFH, ENCFF992CZQ	892922	ENCODE Processing Pipeline	4537610e4f1286015563beacae6e5035		https://www.encodeproject.org/files/ENCFF875NRF/@@download/ENCFF875NRF.bed.gz	GRCh38			archived	low read depth			
ENCFF070ZJT	bed narrowPeak	peaks	ENCSR565EBN	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	female	98 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF556SBM	889927	ENCODE Processing Pipeline	b2be84225bb0c8d504c4abcf5b4a4c7c		https://www.encodeproject.org/files/ENCFF070ZJT/@@download/ENCFF070ZJT.bed.gz	hg19			archived	low read depth			
ENCFF199ETV	bed narrowPeak	peaks	ENCSR565EBN	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	female	98 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF038JSA, ENCFF967OQF	928511	ENCODE Processing Pipeline	431649c58eac0eb495038d965d0dd8d3		https://www.encodeproject.org/files/ENCFF199ETV/@@download/ENCFF199ETV.bed.gz	GRCh38			released	low read depth			
ENCFF102CQZ	bed narrowPeak	peaks	ENCSR565EBN	DNase-seq	UBERON:0002108	small intestine	tissue	embryonic	female	98 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF859MLZ	927020	ENCODE Processing Pipeline	80c08aa315394bad2fded8beb79c5cc5		https://www.encodeproject.org/files/ENCFF102CQZ/@@download/ENCFF102CQZ.bed.gz	hg19			released	low read depth			
ENCFF498MDZ	bed narrowPeak	peaks	ENCSR082JCE	DNase-seq	UBERON:0002113	kidney	tissue	embryonic	female	121 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF193EAZ, ENCFF992CZQ	711502	ENCODE Processing Pipeline	a081ce90f9ab8c85fb1c00b5de6e4fed		https://www.encodeproject.org/files/ENCFF498MDZ/@@download/ENCFF498MDZ.bed.gz	GRCh38			archived	low read depth			
ENCFF145QKC	bed narrowPeak	peaks	ENCSR082JCE	DNase-seq	UBERON:0002113	kidney	tissue	embryonic	female	121 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF845GXE	708389	ENCODE Processing Pipeline	474e2482c7fdf0c3f46f79d6008a303c		https://www.encodeproject.org/files/ENCFF145QKC/@@download/ENCFF145QKC.bed.gz	hg19			archived	low read depth			
ENCFF642UFQ	bed narrowPeak	peaks	ENCSR082JCE	DNase-seq	UBERON:0002113	kidney	tissue	embryonic	female	121 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF919CBA, ENCFF967OQF	758015	ENCODE Processing Pipeline	a3f4918b1e65ef22e943d64fa13f46c2		https://www.encodeproject.org/files/ENCFF642UFQ/@@download/ENCFF642UFQ.bed.gz	GRCh38			released	low read depth			
ENCFF205VMB	bed narrowPeak	peaks	ENCSR082JCE	DNase-seq	UBERON:0002113	kidney	tissue	embryonic	female	121 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF101KIG, ENCFF390DNP	755131	ENCODE Processing Pipeline	1e30c1b9d35e3931f81cd3370a4bf4e4		https://www.encodeproject.org/files/ENCFF205VMB/@@download/ENCFF205VMB.bed.gz	hg19			released	low read depth			
ENCFF143MFN	bed narrowPeak	peaks	ENCSR765BSU	DNase-seq	UBERON:0004539	right kidney	tissue	embryonic	female	117 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF108FOX, ENCFF163ZHO	674768	ENCODE Processing Pipeline	889cc2e61239145631d1387a4ca4edf9		https://www.encodeproject.org/files/ENCFF143MFN/@@download/ENCFF143MFN.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF077UJK	bed narrowPeak	peaks	ENCSR765BSU	DNase-seq	UBERON:0004539	right kidney	tissue	embryonic	female	117 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF443NUD, ENCFF992CZQ	678185	ENCODE Processing Pipeline	bad52a55e5ee695c5af0c270217a746d		https://www.encodeproject.org/files/ENCFF077UJK/@@download/ENCFF077UJK.bed.gz	GRCh38			archived	low spot score, low read depth			
ENCFF853GQY	bed narrowPeak	peaks	ENCSR765BSU	DNase-seq	UBERON:0004539	right kidney	tissue	embryonic	female	117 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF434XSW, ENCFF967OQF	718564	ENCODE Processing Pipeline	a21f5273a781635c861060c57080b67a		https://www.encodeproject.org/files/ENCFF853GQY/@@download/ENCFF853GQY.bed.gz	GRCh38			released	low spot score, low read depth			
ENCFF365FGD	bed narrowPeak	peaks	ENCSR765BSU	DNase-seq	UBERON:0004539	right kidney	tissue	embryonic	female	117 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF008KZY, ENCFF390DNP	717887	ENCODE Processing Pipeline	4e8dcea9d4d91205dc9105f175728863		https://www.encodeproject.org/files/ENCFF365FGD/@@download/ENCFF365FGD.bed.gz	hg19			released	low spot score, low read depth			
ENCFF285FXR	bed narrowPeak	peaks	ENCSR682PKY	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	female	unknown	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF810FRM, ENCFF992CZQ	701990	ENCODE Processing Pipeline	377b0ffed3e10b4961534d7fffa11131		https://www.encodeproject.org/files/ENCFF285FXR/@@download/ENCFF285FXR.bed.gz	GRCh38			archived	low spot score, low read depth			
ENCFF790SST	bed narrowPeak	peaks	ENCSR682PKY	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	female	unknown	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF278PAV	696258	ENCODE Processing Pipeline	16ee21f95406ca08bb038e8f73c820e1		https://www.encodeproject.org/files/ENCFF790SST/@@download/ENCFF790SST.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF526QUD	bed narrowPeak	peaks	ENCSR682PKY	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	female	unknown	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF139RJL, ENCFF967OQF	718160	ENCODE Processing Pipeline	b6f5ee1e8402b5dd85b7340d416ff510		https://www.encodeproject.org/files/ENCFF526QUD/@@download/ENCFF526QUD.bed.gz	GRCh38			released	low spot score, low read depth			
ENCFF627ACQ	bed narrowPeak	peaks	ENCSR682PKY	DNase-seq	UBERON:0002370	thymus	tissue	embryonic	female	unknown	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF315TUQ, ENCFF390DNP	713747	ENCODE Processing Pipeline	93bc20b3db40569dd7a99fd78ac87d1e		https://www.encodeproject.org/files/ENCFF627ACQ/@@download/ENCFF627ACQ.bed.gz	hg19			released	low spot score, low read depth			
ENCFF247IVB	bed narrowPeak	peaks	ENCSR674JIL	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	adult	male	37 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF048LIF, ENCFF163ZHO	674301	ENCODE Processing Pipeline	aca4d34e2cec154bddd415f2623581d1		https://www.encodeproject.org/files/ENCFF247IVB/@@download/ENCFF247IVB.bed.gz	hg19			archived	low read depth			
ENCFF007TSW	bed narrowPeak	peaks	ENCSR674JIL	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	adult	male	37 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF275UCH, ENCFF992CZQ	678002	ENCODE Processing Pipeline	615788eeebb927aad6172c5a533d44ab		https://www.encodeproject.org/files/ENCFF007TSW/@@download/ENCFF007TSW.bed.gz	GRCh38			archived	low read depth			
ENCFF335JED	bed narrowPeak	peaks	ENCSR674JIL	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	adult	male	37 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF356UEK, ENCFF967OQF	682517	ENCODE Processing Pipeline	d7af6f1a48f1e22beef1e152e1300386		https://www.encodeproject.org/files/ENCFF335JED/@@download/ENCFF335JED.bed.gz	GRCh38			released	low read depth			
ENCFF198RKA	bed narrowPeak	peaks	ENCSR674JIL	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	adult	male	37 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF418HYD	679458	ENCODE Processing Pipeline	0361fb7569a523f93b22d522da29599b		https://www.encodeproject.org/files/ENCFF198RKA/@@download/ENCFF198RKA.bed.gz	hg19			released	low read depth			
ENCFF159AMT	bed narrowPeak	peaks	ENCSR006IJP	DNase-seq	UBERON:0002048	lung	tissue	embryonic	unknown	112 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF123XUL, ENCFF163ZHO	962293	ENCODE Processing Pipeline	5c0116fe3d4e238b3f93270627a5b5c4		https://www.encodeproject.org/files/ENCFF159AMT/@@download/ENCFF159AMT.bed.gz	hg19			archived	low read depth			
ENCFF617DDH	bed narrowPeak	peaks	ENCSR006IJP	DNase-seq	UBERON:0002048	lung	tissue	embryonic	unknown	112 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF805PJS, ENCFF992CZQ	965878	ENCODE Processing Pipeline	d61b94a941c3b35ff19d0ad00d87a0c2		https://www.encodeproject.org/files/ENCFF617DDH/@@download/ENCFF617DDH.bed.gz	GRCh38			archived	low read depth			
ENCFF680GPQ	bed narrowPeak	peaks	ENCSR006IJP	DNase-seq	UBERON:0002048	lung	tissue	embryonic	unknown	112 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF733DPB, ENCFF967OQF	1019484	ENCODE Processing Pipeline	d9535c3a184e645ee711bb07ae1a58c0		https://www.encodeproject.org/files/ENCFF680GPQ/@@download/ENCFF680GPQ.bed.gz	GRCh38			released	low read depth			
ENCFF988IWO	bed narrowPeak	peaks	ENCSR006IJP	DNase-seq	UBERON:0002048	lung	tissue	embryonic	unknown	112 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF611AGL	1018344	ENCODE Processing Pipeline	a60cb5780f43686fab4c1a6f622daba8		https://www.encodeproject.org/files/ENCFF988IWO/@@download/ENCFF988IWO.bed.gz	hg19			released	low read depth			
ENCFF456NFP	bed narrowPeak	peaks	ENCSR184DFF	DNase-seq	UBERON:0004538	left kidney	tissue	embryonic	male	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF658APQ, ENCFF992CZQ	703380	ENCODE Processing Pipeline	ef79cd286f7e3472b6c37bafe5588d0e		https://www.encodeproject.org/files/ENCFF456NFP/@@download/ENCFF456NFP.bed.gz	GRCh38			archived	low spot score, low read depth			
ENCFF200RYP	bed narrowPeak	peaks	ENCSR184DFF	DNase-seq	UBERON:0004538	left kidney	tissue	embryonic	male	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF484HLD	700152	ENCODE Processing Pipeline	d9105366993b0d362aaa8eaa6d6d22c8		https://www.encodeproject.org/files/ENCFF200RYP/@@download/ENCFF200RYP.bed.gz	hg19			archived	low spot score, low read depth			
ENCFF453AAS	bed narrowPeak	peaks	ENCSR184DFF	DNase-seq	UBERON:0004538	left kidney	tissue	embryonic	male	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF339EUH, ENCFF967OQF	742879	ENCODE Processing Pipeline	ab7285e94ed4bca71050cc6695c854d1		https://www.encodeproject.org/files/ENCFF453AAS/@@download/ENCFF453AAS.bed.gz	GRCh38			released	low spot score, low read depth			
ENCFF825CIW	bed narrowPeak	peaks	ENCSR184DFF	DNase-seq	UBERON:0004538	left kidney	tissue	embryonic	male	96 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF428UEN	741427	ENCODE Processing Pipeline	0969028d50d7c6cb2e0844daa494cd6b		https://www.encodeproject.org/files/ENCFF825CIW/@@download/ENCFF825CIW.bed.gz	hg19			released	low spot score, low read depth			
ENCFF387SIU	bed narrowPeak	peaks	ENCSR735BIM	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	43 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF611MHI	816411	ENCODE Processing Pipeline	5fb84fc8f276aa9e7286ff9753191bb3		https://www.encodeproject.org/files/ENCFF387SIU/@@download/ENCFF387SIU.bed.gz	hg19			archived	low read depth			
ENCFF378KGO	bed narrowPeak	peaks	ENCSR735BIM	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	43 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF565ZXC, ENCFF992CZQ	820416	ENCODE Processing Pipeline	199556dd0c53d1b69124d3dd58ca1d66		https://www.encodeproject.org/files/ENCFF378KGO/@@download/ENCFF378KGO.bed.gz	GRCh38			archived	low read depth			
ENCFF285IVA	bed narrowPeak	peaks	ENCSR735BIM	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	43 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF423VWC, ENCFF967OQF	840322	ENCODE Processing Pipeline	777be1ede8979e34e42e5c46ae13bba6		https://www.encodeproject.org/files/ENCFF285IVA/@@download/ENCFF285IVA.bed.gz	GRCh38			released	low read depth			
ENCFF061JQU	bed narrowPeak	peaks	ENCSR735BIM	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	male	43 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF023XQK, ENCFF390DNP	837356	ENCODE Processing Pipeline	814f41f747c47aa0950d6cd2fb76cc4b		https://www.encodeproject.org/files/ENCFF061JQU/@@download/ENCFF061JQU.bed.gz	hg19			released	low read depth			
ENCFF390FMQ	bed narrowPeak	peaks	ENCSR214XJO	DNase-seq	UBERON:0002048	lung	tissue	embryonic	female	120 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF488XGG	926404	ENCODE Processing Pipeline	3798c544a4526044683cf2595e4a66c8		https://www.encodeproject.org/files/ENCFF390FMQ/@@download/ENCFF390FMQ.bed.gz	hg19			archived	low read depth			
ENCFF819NTW	bed narrowPeak	peaks	ENCSR214XJO	DNase-seq	UBERON:0002048	lung	tissue	embryonic	female	120 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF408YYO, ENCFF992CZQ	930158	ENCODE Processing Pipeline	a2e075cd1bf7adc1b07f5e493f89d4ce		https://www.encodeproject.org/files/ENCFF819NTW/@@download/ENCFF819NTW.bed.gz	GRCh38			archived	low read depth			
ENCFF843QJV	bed narrowPeak	peaks	ENCSR214XJO	DNase-seq	UBERON:0002048	lung	tissue	embryonic	female	120 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF276MYG, ENCFF967OQF	979538	ENCODE Processing Pipeline	d0a3d58c5d55e26e66a9281a6a2ed1af		https://www.encodeproject.org/files/ENCFF843QJV/@@download/ENCFF843QJV.bed.gz	GRCh38			released	low read depth			
ENCFF024JBX	bed narrowPeak	peaks	ENCSR214XJO	DNase-seq	UBERON:0002048	lung	tissue	embryonic	female	120 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF654DRD	978916	ENCODE Processing Pipeline	c334144bf657a467f8a54a3b471c2298		https://www.encodeproject.org/files/ENCFF024JBX/@@download/ENCFF024JBX.bed.gz	hg19			released	low read depth			
ENCFF318ASA	bed narrowPeak	peaks	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	33 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF954IMM, ENCFF967OQF	3337208	ENCODE Processing Pipeline	97838ceff62664a24ccf6334e189ae81		https://www.encodeproject.org/files/ENCFF318ASA/@@download/ENCFF318ASA.bed.gz	GRCh38			released		sequencing runs labeled as technical replicates		
ENCFF212WWF	bed narrowPeak	peaks	ENCSR468ZXN	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	adult	female	33 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF352KRQ, ENCFF390DNP	3323713	ENCODE Processing Pipeline	92d52e38060e1d0dc7f3702aaaebba9d		https://www.encodeproject.org/files/ENCFF212WWF/@@download/ENCFF212WWF.bed.gz	hg19			released		sequencing runs labeled as technical replicates		
ENCFF228QBR	bed narrowPeak	peaks	ENCSR695AUY	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	adult	female	34 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF066AVB, ENCFF992CZQ	567227	ENCODE Processing Pipeline	d75f20d32c6c5391e7d44cd2dbd76918		https://www.encodeproject.org/files/ENCFF228QBR/@@download/ENCFF228QBR.bed.gz	GRCh38			archived	low read depth			
ENCFF564MST	bed narrowPeak	peaks	ENCSR695AUY	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	adult	female	34 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF651DEE	562481	ENCODE Processing Pipeline	79ed3c65e5386caff9cc87286eec1afa		https://www.encodeproject.org/files/ENCFF564MST/@@download/ENCFF564MST.bed.gz	hg19			archived	low read depth			
ENCFF915XQC	bed narrowPeak	peaks	ENCSR695AUY	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	adult	female	34 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF950QGD, ENCFF967OQF	567910	ENCODE Processing Pipeline	e42fa7c9f231ebf87887f73cdf9ed5a9		https://www.encodeproject.org/files/ENCFF915XQC/@@download/ENCFF915XQC.bed.gz	GRCh38			released	low read depth			
ENCFF708WKP	bed narrowPeak	peaks	ENCSR695AUY	DNase-seq	CL:0001054	CD14-positive monocyte	primary cell	adult	female	34 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF175LYA, ENCFF390DNP	565075	ENCODE Processing Pipeline	5eb79de7dc9ee5bccff75d21a4ce6095		https://www.encodeproject.org/files/ENCFF708WKP/@@download/ENCFF708WKP.bed.gz	hg19			released	low read depth			
ENCFF525QGN	bed narrowPeak	peaks	ENCSR434OBM	DNase-seq	CL:2000045	foreskin melanocyte	primary cell	newborn	male	unknown	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF280NPO, ENCFF967OQF	2735864	ENCODE Processing Pipeline	d162d0a5dc026209f2aec5ef895436f4		https://www.encodeproject.org/files/ENCFF525QGN/@@download/ENCFF525QGN.bed.gz	GRCh38			released		sequencing runs labeled as technical replicates		
ENCFF470FFR	bed narrowPeak	peaks	ENCSR434OBM	DNase-seq	CL:2000045	foreskin melanocyte	primary cell	newborn	male	unknown	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF225SNR, ENCFF390DNP	2721077	ENCODE Processing Pipeline	0278570c61e36d84acaacb2dc9881521		https://www.encodeproject.org/files/ENCFF470FFR/@@download/ENCFF470FFR.bed.gz	hg19			released		sequencing runs labeled as technical replicates		
ENCFF684HBU	bed narrowPeak	peaks	ENCSR217RVH	DNase-seq	CL:0002620	skin fibroblast	primary cell	embryonic	male	97 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF495LZU, ENCFF967OQF	2886303	ENCODE Processing Pipeline	0db7292938d6d05dc9071233c22edd52		https://www.encodeproject.org/files/ENCFF684HBU/@@download/ENCFF684HBU.bed.gz	GRCh38			released		sequencing runs labeled as technical replicates		
ENCFF415XZW	bed narrowPeak	peaks	ENCSR217RVH	DNase-seq	CL:0002620	skin fibroblast	primary cell	embryonic	male	97 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF452MBM	2878078	ENCODE Processing Pipeline	f9a187a33ac81a2219e08d59b49ff27d		https://www.encodeproject.org/files/ENCFF415XZW/@@download/ENCFF415XZW.bed.gz	hg19			released		sequencing runs labeled as technical replicates		
ENCFF497QQN	bed narrowPeak	peaks	ENCSR381PXW	DNase-seq	CL:0000236	B cell	primary cell	adult	male	21 year	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF568CIR, ENCFF967OQF	1991861	ENCODE Processing Pipeline	024f6ea6cade8f909d695861a2133c37		https://www.encodeproject.org/files/ENCFF497QQN/@@download/ENCFF497QQN.bed.gz	GRCh38			released		sequencing runs labeled as technical replicates		
ENCFF971WVS	bed narrowPeak	peaks	ENCSR504KZE	DNase-seq	UBERON:0002048	lung	tissue	embryonic	unknown	67 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF680HOB	670223	ENCODE Processing Pipeline	7a48b6a794a6911979a90418e8455d25		https://www.encodeproject.org/files/ENCFF971WVS/@@download/ENCFF971WVS.bed.gz	hg19			archived	low read depth			
ENCFF370OYQ	bed narrowPeak	peaks	ENCSR504KZE	DNase-seq	UBERON:0002048	lung	tissue	embryonic	unknown	67 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF069COA, ENCFF992CZQ	673950	ENCODE Processing Pipeline	f0094e83d180f8755b2cecdb94027a31		https://www.encodeproject.org/files/ENCFF370OYQ/@@download/ENCFF370OYQ.bed.gz	GRCh38			archived	low read depth			
ENCFF833SIZ	bed narrowPeak	peaks	ENCSR504KZE	DNase-seq	UBERON:0002048	lung	tissue	embryonic	unknown	67 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF103JUC, ENCFF967OQF	714111	ENCODE Processing Pipeline	76b511096625c61912271164fec44392		https://www.encodeproject.org/files/ENCFF833SIZ/@@download/ENCFF833SIZ.bed.gz	GRCh38			released	low read depth			
ENCFF800TEG	bed narrowPeak	peaks	ENCSR504KZE	DNase-seq	UBERON:0002048	lung	tissue	embryonic	unknown	67 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF119VPN, ENCFF390DNP	712254	ENCODE Processing Pipeline	14a22ee4edbb1acb617ff32dc9d2441b		https://www.encodeproject.org/files/ENCFF800TEG/@@download/ENCFF800TEG.bed.gz	hg19			released	low read depth			
ENCFF165LSE	bed narrowPeak	peaks	ENCSR533VAF	DNase-seq	UBERON:0000948	heart	tissue	embryonic	female	147 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF045ZSB, ENCFF163ZHO	649805	ENCODE Processing Pipeline	eab9ec2df7a92864b75bd280f7a474f1		https://www.encodeproject.org/files/ENCFF165LSE/@@download/ENCFF165LSE.bed.gz	hg19			archived	low read depth			
ENCFF826HLM	bed narrowPeak	peaks	ENCSR533VAF	DNase-seq	UBERON:0000948	heart	tissue	embryonic	female	147 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF146JPB, ENCFF992CZQ	649404	ENCODE Processing Pipeline	f22ec87f0eeda41d88e8d0bda0b90c12		https://www.encodeproject.org/files/ENCFF826HLM/@@download/ENCFF826HLM.bed.gz	GRCh38			archived	low read depth			
ENCFF358CVP	bed narrowPeak	peaks	ENCSR533VAF	DNase-seq	UBERON:0000948	heart	tissue	embryonic	female	147 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF022BIA, ENCFF967OQF	680718	ENCODE Processing Pipeline	e6d94e4b49f340ebfab170d9b3245be5		https://www.encodeproject.org/files/ENCFF358CVP/@@download/ENCFF358CVP.bed.gz	GRCh38			released	low read depth			
ENCFF251OQX	bed narrowPeak	peaks	ENCSR533VAF	DNase-seq	UBERON:0000948	heart	tissue	embryonic	female	147 day	Homo sapiens							DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF774DEI	679561	ENCODE Processing Pipeline	99a7ea01fc64a7c8491dec72ec247a00		https://www.encodeproject.org/files/ENCFF251OQX/@@download/ENCFF251OQX.bed.gz	hg19			released	low read depth			
