File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF846ZOS	bed narrowPeak	peaks and background as input for IDR	ENCSR068WNI	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-12-13	ENCODE				1							ENCFF502VCR, ENCFF519AHQ	5981709	ENCODE Processing Pipeline	b7d1f323666176a4c75b8a6f372b0f46		https://www.encodeproject.org/files/ENCFF846ZOS/@@download/ENCFF846ZOS.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/5fd7fef4-cd82-4dc3-bd70-8942776d4654/ENCFF846ZOS.bed.gz	antibody characterized with exemption			
ENCFF233DXO	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR232OFD	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2019-09-11	ENCODE				1							ENCFF001TDO, ENCFF342CPM	905833	ENCODE Processing Pipeline	481676058e8ee346c7e25d0bdd10c2d5		https://www.encodeproject.org/files/ENCFF233DXO/@@download/ENCFF233DXO.bed.gz	hg19				released	s3://encode-private/2019/07/24/1f2fe437-0c0f-4fb3-8443-0f94ec0e0539/ENCFF233DXO.bed.gz	antibody characterized with exemption	incorrect file bucket, experiment not submitted to GEO, NTR biosample		
ENCFF797VLQ	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR232OFD	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2019-09-11	ENCODE				1							ENCFF419RSJ, ENCFF433MPJ	906767	ENCODE Processing Pipeline	02a8e7b3deaeba3fcbcb869a7f762bca		https://www.encodeproject.org/files/ENCFF797VLQ/@@download/ENCFF797VLQ.bed.gz	GRCh38				released	s3://encode-private/2019/07/24/f34b4dad-fe2f-4d36-a84b-ea1bcfd4f4aa/ENCFF797VLQ.bed.gz	antibody characterized with exemption	incorrect file bucket, experiment not submitted to GEO, NTR biosample		
ENCFF342CPM	bed narrowPeak	peaks and background as input for IDR	ENCSR232OFD	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2019-09-11	ENCODE				1							ENCFF064GIK, ENCFF443TWG	6778543	ENCODE Processing Pipeline	98ef769a33e5ced0a1ff89a5aac8df1d		https://www.encodeproject.org/files/ENCFF342CPM/@@download/ENCFF342CPM.bed.gz	hg19				released	s3://encode-private/2019/07/24/a824ae99-4d84-4365-82f7-efda6561d6a3/ENCFF342CPM.bed.gz	antibody characterized with exemption	incorrect file bucket, experiment not submitted to GEO, NTR biosample		
ENCFF433MPJ	bed narrowPeak	peaks and background as input for IDR	ENCSR232OFD	ChIP-seq	UBERON:0006631	right atrium auricular region	tissue	Homo sapiens										CTCF-human	DNA					False	2019-09-11	ENCODE				1							ENCFF105HJB, ENCFF410WPD	6781769	ENCODE Processing Pipeline	b5bf754ad5bc84906ad629f3a1044abf		https://www.encodeproject.org/files/ENCFF433MPJ/@@download/ENCFF433MPJ.bed.gz	GRCh38				released	s3://encode-private/2019/07/24/a8d560b0-fa62-4089-94b6-a47df5091adb/ENCFF433MPJ.bed.gz	antibody characterized with exemption	incorrect file bucket, experiment not submitted to GEO, NTR biosample		
ENCFF272QJD	bed narrowPeak	peaks and background as input for IDR	ENCSR791AYW	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF118IIC, ENCFF447ZPV	6131013	ENCODE Processing Pipeline	23d406e0affd00331f878db0423225a5		https://www.encodeproject.org/files/ENCFF272QJD/@@download/ENCFF272QJD.bed.gz	hg19				released	s3://encode-public/2017/08/11/ceb8f39a-5ca1-4dfe-8df5-b4fc3d883e6e/ENCFF272QJD.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption		poor library complexity, severe bottlenecking	
ENCFF733OFW	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR791AYW	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF272QJD	732076	ENCODE Processing Pipeline	4d13e526255e2e6ee002fefdc4b08ebb		https://www.encodeproject.org/files/ENCFF733OFW/@@download/ENCFF733OFW.bed.gz	hg19				released	s3://encode-public/2017/08/11/4b3c8e60-ddf6-43d2-b33a-56764eff59e6/ENCFF733OFW.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption		poor library complexity, severe bottlenecking	
ENCFF196MBO	bed narrowPeak	peaks and background as input for IDR	ENCSR791AYW	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF405SDZ, ENCFF496WKU	6100625	ENCODE Processing Pipeline	4d7ad90d6d49a50ec3cf194b559538ad		https://www.encodeproject.org/files/ENCFF196MBO/@@download/ENCFF196MBO.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/00151d59-5c84-4dc3-a57b-6208a2de0612/ENCFF196MBO.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption		poor library complexity, severe bottlenecking	
ENCFF833YST	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR791AYW	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF196MBO, ENCFF419RSJ	724121	ENCODE Processing Pipeline	6ca40b0a5aee0338004b4b5efe50bcea		https://www.encodeproject.org/files/ENCFF833YST/@@download/ENCFF833YST.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/4f5129cd-91d4-4ae1-babf-2b59eebd4a8a/ENCFF833YST.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption		poor library complexity, severe bottlenecking	
ENCFF867LEE	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR684PGO	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2019-09-11	ENCODE				1							ENCFF419RSJ, ENCFF741INS	492358	ENCODE Processing Pipeline	69ef59ec8e23f80bdd811d6c3b4ec713		https://www.encodeproject.org/files/ENCFF867LEE/@@download/ENCFF867LEE.bed.gz	GRCh38				released	s3://encode-private/2019/02/11/b2e3d2ed-b9df-440e-8a80-6daebf3f59ce/ENCFF867LEE.bed.gz	antibody characterized with exemption	incorrect file bucket, experiment not submitted to GEO, NTR biosample		
ENCFF066JWI	bed narrowPeak	peaks and background as input for IDR	ENCSR684PGO	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2019-09-11	ENCODE				1							ENCFF493MOQ, ENCFF635TRA	6354523	ENCODE Processing Pipeline	f686be8ab3184329aaccca698f68b768		https://www.encodeproject.org/files/ENCFF066JWI/@@download/ENCFF066JWI.bed.gz	hg19				released	s3://encode-private/2019/02/11/6770d41d-bc58-4620-831b-760c0b280055/ENCFF066JWI.bed.gz	antibody characterized with exemption	incorrect file bucket, experiment not submitted to GEO, NTR biosample		
ENCFF741INS	bed narrowPeak	peaks and background as input for IDR	ENCSR684PGO	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2019-09-11	ENCODE				1							ENCFF326UUS, ENCFF558FDX	6290112	ENCODE Processing Pipeline	4240a6b97a5cc6fcd15fee476220dce6		https://www.encodeproject.org/files/ENCFF741INS/@@download/ENCFF741INS.bed.gz	GRCh38				released	s3://encode-private/2019/02/11/ff497317-7c0a-4aa4-8bc0-033817cbea5f/ENCFF741INS.bed.gz	antibody characterized with exemption	incorrect file bucket, experiment not submitted to GEO, NTR biosample		
ENCFF517CGI	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR684PGO	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2019-09-11	ENCODE				1							ENCFF001TDO, ENCFF066JWI	503738	ENCODE Processing Pipeline	5ea969698bf855fc0347225ccb197d23		https://www.encodeproject.org/files/ENCFF517CGI/@@download/ENCFF517CGI.bed.gz	hg19				released	s3://encode-private/2019/02/11/17912b84-2fee-4ccb-8806-cdbac3e814e3/ENCFF517CGI.bed.gz	antibody characterized with exemption	incorrect file bucket, experiment not submitted to GEO, NTR biosample		
ENCFF649WCV	bed narrowPeak	peaks and background as input for IDR	ENCSR981CID	ChIP-seq	UBERON:0000473	testis	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF029BUR, ENCFF576YJV	5941629	ENCODE Processing Pipeline	030c1c00e909666d29987d7f17faa26c		https://www.encodeproject.org/files/ENCFF649WCV/@@download/ENCFF649WCV.bed.gz	hg19				released	s3://encode-public/2017/08/11/e6e885bc-0204-4fe4-9f12-56376f07ed27/ENCFF649WCV.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF885KKQ	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR981CID	ChIP-seq	UBERON:0000473	testis	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF649WCV	569241	ENCODE Processing Pipeline	11947c1a129809b0bdcc7eb665ca3b29		https://www.encodeproject.org/files/ENCFF885KKQ/@@download/ENCFF885KKQ.bed.gz	hg19				released	s3://encode-public/2017/08/11/40884440-fafb-460b-a88c-4205202c21c5/ENCFF885KKQ.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF559LDF	bed narrowPeak	peaks and background as input for IDR	ENCSR981CID	ChIP-seq	UBERON:0000473	testis	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF642ALB, ENCFF820JHF	5952926	ENCODE Processing Pipeline	f9e699ad52d89b1b6f44376cb823e680		https://www.encodeproject.org/files/ENCFF559LDF/@@download/ENCFF559LDF.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/271f57e7-bf13-4318-b4d1-f1b29846a2b4/ENCFF559LDF.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF644JKD	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR981CID	ChIP-seq	UBERON:0000473	testis	tissue	Homo sapiens										CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF419RSJ, ENCFF559LDF	575553	ENCODE Processing Pipeline	64941dd301b5402d951660f2f404bb49		https://www.encodeproject.org/files/ENCFF644JKD/@@download/ENCFF644JKD.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/80802f76-fae4-4e86-acd9-2ec42cc8f5f0/ENCFF644JKD.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF282BOE	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR392SFJ	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF513GHF	592518	ENCODE Processing Pipeline	e7ce7c713fa139206baef0195a264860		https://www.encodeproject.org/files/ENCFF282BOE/@@download/ENCFF282BOE.bed.gz	hg19				released	s3://encode-public/2017/08/11/a6264af3-678d-4338-8e08-c0651993fb49/ENCFF282BOE.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF513GHF	bed narrowPeak	peaks and background as input for IDR	ENCSR392SFJ	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF037HFH, ENCFF976VAT	6543360	ENCODE Processing Pipeline	624f613eb64f5610d48fe6d1dbd7affe		https://www.encodeproject.org/files/ENCFF513GHF/@@download/ENCFF513GHF.bed.gz	hg19				released	s3://encode-public/2017/08/11/9420f4c6-d009-46db-9d59-b1b4ce72fe36/ENCFF513GHF.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF815HSK	bed narrowPeak	peaks and background as input for IDR	ENCSR392SFJ	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF242TYP, ENCFF590TPY	6564382	ENCODE Processing Pipeline	b08eb40b373de3706608f2dd3a694622		https://www.encodeproject.org/files/ENCFF815HSK/@@download/ENCFF815HSK.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/9efbf3eb-9af9-4895-b557-eb6ae830fb7d/ENCFF815HSK.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF179YWB	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR392SFJ	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF815HSK	598611	ENCODE Processing Pipeline	10836b454745d0f8c7ed0d856c50cec5		https://www.encodeproject.org/files/ENCFF179YWB/@@download/ENCFF179YWB.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/da3366f8-633c-40fc-a086-3fd7a8096c12/ENCFF179YWB.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF190TRG	bed narrowPeak	peaks and background as input for IDR	ENCSR687APM	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2019-09-11	ENCODE				1							ENCFF590RZJ, ENCFF624OOR	6765948	ENCODE Processing Pipeline	d3279eef95712a55a5a144c7a6c58055		https://www.encodeproject.org/files/ENCFF190TRG/@@download/ENCFF190TRG.bed.gz	GRCh38				released	s3://encode-private/2019/09/03/7243e9f8-dd97-416d-86bc-608ccdc216a6/ENCFF190TRG.bed.gz	antibody characterized with exemption	incorrect file bucket, experiment not submitted to GEO, NTR biosample		
ENCFF769VAM	bed narrowPeak	peaks and background as input for IDR	ENCSR687APM	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2019-09-11	ENCODE				1							ENCFF178USJ, ENCFF956KRJ	6777747	ENCODE Processing Pipeline	26c34f0b59f1750da996541338241a49		https://www.encodeproject.org/files/ENCFF769VAM/@@download/ENCFF769VAM.bed.gz	hg19				released	s3://encode-private/2019/09/03/21c4f2b6-77ff-467d-8678-7ffe2a62d33e/ENCFF769VAM.bed.gz	antibody characterized with exemption	incorrect file bucket, experiment not submitted to GEO, NTR biosample		
ENCFF586DZY	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR687APM	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2019-09-11	ENCODE				1							ENCFF001TDO, ENCFF769VAM	492479	ENCODE Processing Pipeline	0d38c8db424f182473823fb7c5a6e952		https://www.encodeproject.org/files/ENCFF586DZY/@@download/ENCFF586DZY.bed.gz	hg19				released	s3://encode-public/2019/09/07/14cd8223-4479-4563-8390-8f94cb1bd4b0/ENCFF586DZY.bed.gz	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF620KKE	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR687APM	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										CTCF-human	DNA					False	2019-09-11	ENCODE				1							ENCFF190TRG, ENCFF419RSJ	490854	ENCODE Processing Pipeline	ee1ee16be73621ddd8b637f42e1dcaff		https://www.encodeproject.org/files/ENCFF620KKE/@@download/ENCFF620KKE.bed.gz	GRCh38				released	s3://encode-private/2019/09/07/a085aacb-f7c1-4dfd-a7ea-961ecfa37f16/ENCFF620KKE.bed.gz	antibody characterized with exemption	incorrect file bucket, experiment not submitted to GEO, NTR biosample		
ENCFF389ULP	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR517FVL	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF689PNU	641407	ENCODE Processing Pipeline	3b417006cf538a3d1d9dd4d049b06104		https://www.encodeproject.org/files/ENCFF389ULP/@@download/ENCFF389ULP.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/eae52035-69d1-4559-8aec-8819b0a3d6fd/ENCFF389ULP.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF689PNU	bed narrowPeak	peaks and background as input for IDR	ENCSR517FVL	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-11-07	ENCODE				1							ENCFF308UCP, ENCFF888CAT	7147531	ENCODE Processing Pipeline	3c8a87eb8a64a967ef3b56ebae5590e0		https://www.encodeproject.org/files/ENCFF689PNU/@@download/ENCFF689PNU.bed.gz	GRCh38				released	s3://encode-public/2017/03/21/721066ba-966d-44f7-8593-b525a1624a91/ENCFF689PNU.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF098ZOI	bed narrowPeak	peaks and background as input for IDR	ENCSR517FVL	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-11-07	ENCODE				1							ENCFF047UXO, ENCFF384ZYV	7114804	ENCODE Processing Pipeline	62bf2ddce51ce6253b35e38ded5982d6		https://www.encodeproject.org/files/ENCFF098ZOI/@@download/ENCFF098ZOI.bed.gz	hg19				released	s3://encode-public/2017/03/21/422effee-8cbc-4990-8742-4dcd1babd9f8/ENCFF098ZOI.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF665RHY	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR517FVL	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens										POLR2A-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF098ZOI	642954	ENCODE Processing Pipeline	c3b4d052308458fb1e4d8bb348eba029		https://www.encodeproject.org/files/ENCFF665RHY/@@download/ENCFF665RHY.bed.gz	hg19				released	s3://encode-public/2017/03/21/b0e84b9c-193d-4712-aa92-21ce9a9c3478/ENCFF665RHY.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF354MGW	bed narrowPeak	peaks and background as input for IDR	ENCSR798NVH	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF123STP, ENCFF584NWF	6501029	ENCODE Processing Pipeline	6b428241ad0dc646a3bfb9cd576c1e36		https://www.encodeproject.org/files/ENCFF354MGW/@@download/ENCFF354MGW.bed.gz	hg19				released	s3://encode-public/2017/08/11/d5280459-c48c-4682-9ceb-d7875e190057/ENCFF354MGW.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF634DDY	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR798NVH	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF354MGW	559752	ENCODE Processing Pipeline	7048ade5e7d78ff9a6d707123a5f48af		https://www.encodeproject.org/files/ENCFF634DDY/@@download/ENCFF634DDY.bed.gz	hg19				released	s3://encode-public/2017/08/11/b5b86b7b-6da9-4928-b323-abad7a96fb1f/ENCFF634DDY.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF175QRT	bed narrowPeak	peaks and background as input for IDR	ENCSR798NVH	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF204QUC, ENCFF990MMF	6540493	ENCODE Processing Pipeline	9aaa706833c75f0985b1ce3fccffadae		https://www.encodeproject.org/files/ENCFF175QRT/@@download/ENCFF175QRT.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/1f7f2517-9155-4bd9-9a12-b3a9e6d06db0/ENCFF175QRT.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF866EIC	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR798NVH	ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF175QRT, ENCFF419RSJ	571916	ENCODE Processing Pipeline	f425deef9e1e7570c0d155836616573b		https://www.encodeproject.org/files/ENCFF866EIC/@@download/ENCFF866EIC.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/fa55b691-ec0f-4a6f-935f-5a20dd34b8d4/ENCFF866EIC.bed.gz	mild to moderate bottlenecking, moderate library complexity, antibody characterized with exemption			
ENCFF402UYK	bed narrowPeak	peaks and background as input for IDR	ENCSR442CIF	ChIP-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens										POLR2AphosphoS5-human	DNA		see document		formaldehyde	False	2017-10-31	ENCODE				1							ENCFF475DIE, ENCFF836OQZ	6636011	ENCODE Processing Pipeline	f3b587fb395d44961524030474be4da7		https://www.encodeproject.org/files/ENCFF402UYK/@@download/ENCFF402UYK.bed.gz	hg19				released	s3://encode-public/2017/06/17/a15d2f05-2749-4d42-8f4d-7ec9fed297b5/ENCFF402UYK.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF226MKP	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR442CIF	ChIP-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens										POLR2AphosphoS5-human	DNA		see document		formaldehyde	False	2017-10-31	ENCODE				1							ENCFF001TDO, ENCFF402UYK	687343	ENCODE Processing Pipeline	2f8dba39cc17cc228df0ba4b8f29fef7		https://www.encodeproject.org/files/ENCFF226MKP/@@download/ENCFF226MKP.bed.gz	hg19				released	s3://encode-public/2017/06/17/2a60ef14-7ea7-4819-aaa9-caf79d4b08a6/ENCFF226MKP.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF163OSZ	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR442CIF	ChIP-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens										POLR2AphosphoS5-human	DNA		see document		formaldehyde	False	2017-10-31	ENCODE				1							ENCFF114ZFU, ENCFF419RSJ	722749	ENCODE Processing Pipeline	f75e6ec9a9cb5feb18ab9a6303f44207		https://www.encodeproject.org/files/ENCFF163OSZ/@@download/ENCFF163OSZ.bed.gz	GRCh38				released	s3://encode-public/2017/06/17/5f4328de-236d-4b32-afd9-79b03890e090/ENCFF163OSZ.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF114ZFU	bed narrowPeak	peaks and background as input for IDR	ENCSR442CIF	ChIP-seq	UBERON:0002367	prostate gland	tissue	Homo sapiens										POLR2AphosphoS5-human	DNA		see document		formaldehyde	False	2017-10-31	ENCODE				1							ENCFF286CKM, ENCFF516ZKN	6772525	ENCODE Processing Pipeline	2fa839a6c56e22423ece80c29f7c7450		https://www.encodeproject.org/files/ENCFF114ZFU/@@download/ENCFF114ZFU.bed.gz	GRCh38				released	s3://encode-public/2017/06/17/4576f282-e6eb-492f-a638-92823f839606/ENCFF114ZFU.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF703CWY	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR618QYE	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF001TDO, ENCFF092GNG	48052	ENCODE Processing Pipeline	5fa4caad711757638202faf1e0be22b2		https://www.encodeproject.org/files/ENCFF703CWY/@@download/ENCFF703CWY.bed.gz	hg19				released	s3://encode-public/2017/08/11/58868915-904c-4ed5-a1c3-4c2e04a1047e/ENCFF703CWY.bed.gz	antibody characterized with exemption			
ENCFF092GNG	bed narrowPeak	peaks and background as input for IDR	ENCSR618QYE	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF308BIP, ENCFF872MDZ	5203560	ENCODE Processing Pipeline	7b59c16851efa82e88aa0df8ed64ecdf		https://www.encodeproject.org/files/ENCFF092GNG/@@download/ENCFF092GNG.bed.gz	hg19				released	s3://encode-public/2017/08/11/46fad403-e11c-4556-aa96-6b5f22609e23/ENCFF092GNG.bed.gz	antibody characterized with exemption			
ENCFF882LTN	bed narrowPeak	peaks and background as input for IDR	ENCSR618QYE	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF607RXM, ENCFF909IAW	5213263	ENCODE Processing Pipeline	5d7fa734e5207ab4d43ce77e3bb6e993		https://www.encodeproject.org/files/ENCFF882LTN/@@download/ENCFF882LTN.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/f03f8444-3c3d-46aa-af20-d57248866be5/ENCFF882LTN.bed.gz	antibody characterized with exemption			
ENCFF481CNC	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR618QYE	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF419RSJ, ENCFF882LTN	48638	ENCODE Processing Pipeline	c9922804b819d6894cd9907cf0d1e9d1		https://www.encodeproject.org/files/ENCFF481CNC/@@download/ENCFF481CNC.bed.gz	GRCh38				released	s3://encode-public/2017/08/11/2a9fb55c-e52b-400f-b0a0-02efbc76b6c9/ENCFF481CNC.bed.gz	antibody characterized with exemption			
ENCFF767XFY	bed narrowPeak	peaks and background as input for IDR	ENCSR432GAO	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-04-04	ENCODE				1							ENCFF541PDU, ENCFF590SXF	6892463	ENCODE Processing Pipeline	f29bc166ba42a2cfaa93484b384783cb		https://www.encodeproject.org/files/ENCFF767XFY/@@download/ENCFF767XFY.bed.gz	hg19				released	s3://encode-public/2017/08/11/b1dd3a95-9f10-415b-8c2d-7e3323e4c79f/ENCFF767XFY.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF736DQP	bed narrowPeak	pseudoreplicated IDR thresholded peaks	ENCSR432GAO	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-04-04	ENCODE				1							ENCFF001TDO, ENCFF767XFY	622425	ENCODE Processing Pipeline	75e397035c9da12c527d2c748ae930f7		https://www.encodeproject.org/files/ENCFF736DQP/@@download/ENCFF736DQP.bed.gz	hg19				released	s3://encode-public/2017/08/11/7cb9dc76-2197-4a6c-83ee-fa7cb326963d/ENCFF736DQP.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
ENCFF079QGD	bed narrowPeak	peaks and background as input for IDR	ENCSR432GAO	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens										POLR2A-human	DNA					False	2017-04-04	ENCODE				1							ENCFF308XAR, ENCFF883LGP	6935014	ENCODE Processing Pipeline	933b037bde8d03b96fb232b41c510a92		https://www.encodeproject.org/files/ENCFF079QGD/@@download/ENCFF079QGD.bed.gz	GRCh38				released	s3://encode-public/2017/08/22/e9e21144-f332-4de4-9e32-1a91ea31afaa/ENCFF079QGD.bed.gz	mild to moderate bottlenecking, antibody characterized with exemption			
